ID,NAME,NEIGHBOURHOOD,REVIEW_SCORES_RATING,RNK
5958194,"Single Room, Contemporary New House",Genesee,98,3
4121334,Dog-friendly 2BR townhome w/ patio!,Genesee,98,3
598023,West Seattle Home near Junction,Genesee,98,3
3281072,Sweet Urban West Seattle Bungalow,Genesee,99,2
9615941,Room @ Cozy Alaska Junction Remodel,Genesee,100,1
2818292,West Seattle - Close to everything,Genesee,98,3
8307502,Flawless City and Mountains Views,Genesee,100,1
6977095,Spacious West Seattle Cottage,Genesee,100,1
50233,West Seattle Vacation Junction,Genesee,100,1
6448099,Contemporary New Townhome/House,Genesee,100,1
6762958,Cozy Alaska Junction Remodel,Genesee,100,1
3402376,West Seattle Mid-Century Modern,Genesee,100,1
8017832,3. Walk score 94 - Downtown in mins,Genesee,100,1
9508837,Georgetown Loft Apartment,Georgetown,100,1
1950012,Artists' Retreat,Georgetown,97,2
7256122,Georgetown Modern Craftsman,Georgetown,96,3
8556103,Cute Greenlake House: Walk to Lake!,Green Lake,100,1
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,Green Lake,100,1
7243974,The Traveler Craftsman - Green Lake,Green Lake,100,1
1095207,Stylish Craftsman Near Lake & Park,Green Lake,100,1
103920,Beautiful Central Green Lake Flat,Green Lake,100,1
9217150,Modern Studio Apartment Near Park,Green Lake,100,1
5602370,Cozy apartment in Green Lake,Green Lake,100,1
7331079,Seattle Green Lake Getaway,Green Lake,100,1
368403,Large Luxury Lakeside Seattle Home,Green Lake,100,1
4279578,Bright GreenLake studio - all yours,Green Lake,100,1
4122325,Spacious 3bd/2ba Green Lake Home,Green Lake,99,2
1796861,Green Lake Getaway -2min from Lake,Green Lake,98,3
1090307,Private room and bath in Greenlake,Green Lake,98,3
4968752,Perfect Location 2BR Quiet St Shops,Green Lake,98,3
3821822,Sweet & Cozy Apartment @ Green Lake,Green Lake,98,3
8474584,HotelLike with Full Kitchen/Parking,Greenwood,100,1
5014835,Beautiful Seattle Home,Greenwood,100,1
178844,Greenwood Mother in Law Apartment,Greenwood,100,1
8034871,Comfy Private Mother-in-Law,Greenwood,100,1
9908591,Greenwood Getaway,Greenwood,100,1
6926511,Renovated Charmer Near Green Lake,Greenwood,100,1
670262,The Tango Room w/ Private Bathroom,Greenwood,100,1
6364753,Fun Loft Style Home,Greenwood,100,1
7935437,Home within a Home,Greenwood,100,1
587584,The Bridge to Phinney Ridge,Greenwood,100,1
7674720,Private room in convenient condo,Greenwood,100,1
370361,Private Guest Studio- Phinney Ridge,Greenwood,98,3
5127136,"Hip, Walkable Townhome in Seattle",Greenwood,98,3
4693488,Green Lake/Phinney/Greenwood Nugget,Greenwood,98,3
3922853,Urban homestead close to everything,Greenwood,99,2
5640722,"A Touch of Europe, I Welcome You!!",Greenwood,99,2
1984692,Sunny Greenlake home with a view,Greenwood,100,1
8194286,Cute Midcentury Greenwood Abode,Greenwood,100,1
5278993,The Greenwood Perch,Greenwood,100,1
7382368,Private room in Seattle House,Greenwood,100,1
7403174,Peaceful Seattle Home by Northgate,Haller Lake,98,3
8426749,2 bd main floor home; 15 min dwntwn,Haller Lake,100,1
1219691,Sweet 1920's cottage in N. Seattle,Haller Lake,99,2
315120,"Large, comfy, light, garden studio",Haller Lake,99,2
4757025,Charming and Private-AAA Location,Harrison/Denny-Blaine,100,1
3921664,Cozy Suite Near Capitol Hill & Lake,Harrison/Denny-Blaine,100,1
2727984,Classic Seattle,Harrison/Denny-Blaine,100,1
7036707,Madison Valley Garden Cottage,Harrison/Denny-Blaine,99,2
794633,Guest House in Madison Valley,Harrison/Denny-Blaine,98,3
8743202,Urban Retreat in West Seattle,High Point,100,1
8012443,SuiteLouis #1 in Quiet West Seattle,High Point,100,1
8094338,SuiteLouis #2 in Quiet West Seattle,High Point,100,1
7039427,Private Room Close to Downtown,High Point,99,2
6888107,Cozy Room West Seattle,High Point,97,3
4824581,The Mod Pod- Basement Suite,Highland Park,99,2
72743,Get Cozy In West Seattle,Highland Park,97,3
2508065,West Seattle Highland Park Hideaway,Highland Park,100,1
3544964,"Charming Sunset Room, Queen Bed",Holly Park,94,3
3793790,The Blossom Room with Queen Bed,Holly Park,97,2
9013210,Cozy room in a beautiful home,Holly Park,100,1
1484651,Suite at the Little Red Day Spa,Industrial District,93,1
2919571,"Amazing Modern Loft, Great View",Industrial District,90,2
2134911,The Studio at Mibbett Hollow - Boat,Interbay,92,3
6438013,Seattle Modern Loft,Interbay,93,2
4271174,Magnolia Midcentury Private Den,Interbay,97,1
8068232,2bdrm close to stadiums/light rail!,International District,100,1
9449062,Unique 1 bedroom apartment,International District,100,1
7777381,Privacy & gorgeous panoramic views!,International District,99,2
202174,"Modern Retreat, High End Amenities",International District,96,3
8612922,Spacious Laurelhurst Hideaway,Laurelhurst,98,3
7564942,Private room near University of WA,Laurelhurst,100,1
4016079,Close to the UW in Laurelhurst,Laurelhurst,99,2
7389950,Seattle Mid-Century Modern,Laurelhurst,98,3
8049470,Lake Washington view on Bus 27 line,Leschi,100,1
9489310,Cozy Escape,Leschi,100,1
8424532,Ideal Home for Small Reunions,Leschi,100,1
785830,Seattle View Home Near Lake/Downtow,Leschi,100,1
8525825,Master with on suite bathroom,Leschi,100,1
1961671,Madrona 3BR/ 2BA Charming Craftsman,Leschi,100,1
7093738,Ted's modern home - Master room,Leschi,100,1
6475289,Modern luxury unit near downtown,Leschi,100,1
4468524,Yellow Room is Top Floor Top Notch!,Leschi,99,2
2112625,Be a Guest in this Perfect Townhome,Leschi,98,3
9512909,1 bedroom apt in Seattle/Leschi,Leschi,100,1
8067827,The Lark's Nest,Leschi,100,1
8372562,Luxury Lakeside Home with Views!,Leschi,100,1
6728017,Fantastic modern home in Leschi,Leschi,100,1
1377812,Lake Washington-Close to Downtown,Leschi,98,3
8053128,Room for visiting Medical Students!,Leschi,100,1
7534300,Mt. Baker Home with Roof Top Views,Leschi,100,1
8016610,Cute 2 BR/1 BA in Central Seattle,Leschi,100,1
8524565,Convenient Private Bed & Bath,Licton Springs,100,1
7559939,Open room in North Seattle 3,Licton Springs,100,1
7198282,Open room in North Seattle 1,Licton Springs,100,1
7441508,Open room in North Seattle 2,Licton Springs,98,2
2686624,Modern 2 Bedroom Suite,Licton Springs,98,2
1561256,Sunny Room w/a Deck,Licton Springs,97,3
481220,Garden Apt. in Historic Sea. House,Lower Queen Anne,98,3
6727846,"Best location, best deal in Seattle",Lower Queen Anne,100,1
7809595,Super close to the Space Needle! :),Lower Queen Anne,98,3
8608525,Private room with landscaped patio,Lower Queen Anne,100,1
7678064,Spacious Seattle Center Townhouse,Lower Queen Anne,100,1
170273,Historic House at Seattle Center,Lower Queen Anne,99,2
7798575,Shared space near the SpaceNeedle!,Lower Queen Anne,100,1
8518308,Cozy Bachelor Pad in Queen Anne,Lower Queen Anne,100,1
8117705,"Central Location, Tree Lined Street",Lower Queen Anne,100,1
5946675,Modern Unit Near Seattle Center,Lower Queen Anne,100,1
8690491,Homey studio with a sunset view,Lower Queen Anne,98,3
6248083,"""The"" Post Card View for You.",Lower Queen Anne,98,3
7603457,Walking Distance to Space Needle,Lower Queen Anne,98,3
1622794,Airstream in the heart of the city.,Lower Queen Anne,98,3
945833,A block from the Seattle Center,Lower Queen Anne,100,1
4973204,Queen Anne - Comforts of home,Lower Queen Anne,99,2
6276224,Next door to the Seattle Center!,Lower Queen Anne,100,1
4047399,One bedroom in Lower Queen Anne,Lower Queen Anne,100,1
6569950,Breathtaking Views Near City,Lower Queen Anne,100,1
9118240,"Sweeping Views, Fabulous Apartment",Lower Queen Anne,100,1
9094836,Top Floor Condo with Ocean View,Lower Queen Anne,100,1
9522082,The Victorian by the Space Needle,Lower Queen Anne,100,1
7921289,Open 1 Bedroom + Balcony &City View,Lower Queen Anne,100,1
7162664,Modern home in heart of the city,Lower Queen Anne,100,1
8501721,1 Bedroom with Ensuite,Lower Queen Anne,100,1
6517594,Industrial Loft | Seattle Center,Lower Queen Anne,100,1
8423118,Beautiful 760 sq foot AVA apartment,Lower Queen Anne,100,1
7692789,Artistic Sanctuary Overlooking Lake,Madison Park,100,1
4557204,Perfect Madison Park Urban Oasis,Madison Park,100,1
6644760,Lakeside Suite near Beach and Shops,Madison Park,100,1
3817141,Charming home in Madison Park,Madison Park,100,1
8387068,Swanky 1 bdrm near Beach & Dining,Madison Park,100,1
7620570,Cozy room in Madison Beach,Madison Park,100,1
1042022,Perfect Location by Lake Washington,Madison Park,94,2
7262358,Modern and Comfortable Suite,Madison Park,100,1
6993726,"Bright, Sunny Madison Park Condo",Madison Park,93,3
9910025,Newly remodeled spacious apartment,Madrona,100,1
7987836,Industrial comfortable studio loft,Madrona,100,1
3463245,Private Studio Apt in Madrona,Madrona,98,3
8847108,Cozy Cottage in Madrona,Madrona,98,3
1439237,Beautiful Madrona Large Private,Madrona,98,3
1539463,Private room/bath - Madrona/Seattle,Madrona,98,3
4574700,"Perfect for families, best location",Madrona,100,1
7208439,Seattle Above Lake Washington,Madrona,100,1
6587443,Guest Suite with Private Entrance,Madrona,100,1
6209191,"Beautiful home, minutes to Downtown",Madrona,100,1
6358605,Spacious 1920's room w/huge windows,Madrona,100,1
1171574,Private Entrance and Central,Madrona,98,3
7717813,Sun filled Madrona cottage,Madrona,98,3
3987838,Madrona Casita,Madrona,100,1
8783900,Modern Comfort in a Sweet Location,Madrona,100,1
6925807,"Cozy,light filled, large 2 bedroom",Madrona,100,1
7027507,Airy room with stellar views,Madrona,100,1
7775167,Lake Views and Bald Eagle sightings,Madrona,100,1
413733,Chill Central District 2BR,Madrona,99,2
2584354,Cozy home for world travelers,Madrona,99,2
2612399,Studio Loft Garden Cottage,Madrona,99,2
6292452,Modern Home in the heart of Seattle,Madrona,100,1
7676574,Magnolia View Retreat,Magnolia,100,1
5579427,Steps from magical Discovery Park-3,Magnolia,100,1
3413183,Geometric Modern Apt,Magnolia,100,1
6591879,City Views - Available Sept Monthly,Magnolia,100,1
3237501,Private room in Magnolia,Magnolia,100,1
4485424,View Home 3.7 mi from Pike Pl. Mkt.,Magnolia,100,1
8943821,"Quiet, cozy, and perfect location!",Magnolia,100,1
9352778,Spacious 2BR/2BA Magnolia Townhouse,Magnolia,100,1
7050534,Quiet Spacious Apartment with View!,Magnolia,100,1
8248970,Magnolia/Discovery Park House,Magnolia,100,1
8327083,Fabulous Seattle Modern,Magnolia,100,1
8301680,Lovely Cape Cod by Discovery Park!,Magnolia,100,1
7343707,Waterfront View home in Seattle,Magnolia,100,1
685600,Steps from magical Discovery Park-1,Magnolia,100,1
8050642,Fabulous Seattle Modern,Magnolia,100,1
1260259,Zen Garden Oasis!,Magnolia,100,1
4608208,A quiet oasis in Seattle,Magnolia,98,2
3382533,Modern Drama Above Magnolia,Magnolia,98,2
6848455,Bright + Modern Townhouse w/ 3 Bdrm,Magnolia,98,2
176678,"New townhouse, NW of downtown",Magnolia,97,3
3561237,*New Luxury Home 10 min to Downtown,Magnolia,97,3
6780615,Modern Oasis in Magnolia,Magnolia,97,3
2071305,Nice Mapleleaf Single Private Room,Maple Leaf,100,1
4869458,Big couch at Northgate,Maple Leaf,100,1
6895132,The Zen home,Maple Leaf,100,1
6811792,Plaza Suites - 2 Bedroom Condo B216,Maple Leaf,100,1
5047188,nice private room,Maple Leaf,100,1
7638282,Tall Trees Backyard Retreat,Maple Leaf,100,1
8472954,Private bedroom in adorable home,Maple Leaf,100,1
5500752,Designer Cottage,Maple Leaf,100,1
8556665,Luxury Apartment Full 2 bed 2 bath,Maple Leaf,100,1
5825701,"Charm, Comfort & Serenity w/Hot Tub",Maple Leaf,98,3
2197982,Private Studio in Seattle,Maple Leaf,98,3
5319948,Cozy charmer w/ sunroom and park,Maple Leaf,98,3
5337848,Quaint Backyard Cottage in Seattle,Maple Leaf,99,2
5538874,Nice Cozy Futon in Mapleleaf,Maple Leaf,100,1
3703121,Charming Home with spacious deck...,Mathews Beach,98,3
231097,Peaceful NE Seattle guest room,Mathews Beach,98,3
6603376,Architectural Retreat near U of W,Mathews Beach,99,2
3004007,Matthews Beach Seattle,Mathews Beach,99,2
7931111,"peaceful, cozy M-I-L apt.by Lake WA",Mathews Beach,100,1
8704931,Mathews Beach Mother in Law Suite,Mathews Beach,100,1
1187735,The Happy House-Seattle Urban Oasis,Meadowbrook,97,3
5403847,Modern Asian Peace Retreat,Meadowbrook,98,2
8717068,Tiny House in Wedgwood,Meadowbrook,100,1
3251069,Madrona Basement Walk-Out Suite,Minor,100,1
4856986,Three Floors & Rooftop Deck Central,Minor,100,1
8508223,The Parsonage: Modern 3bed/3.5bath,Minor,100,1
6991188,The Marion Flat on Cherry Hill,Minor,100,1
6824408,Home near downtown Seattle,Minor,100,1
9076287,All you need in Capitol Hill,Minor,100,1
9957555,Charming Central Seattle House,Minor,100,1
4737727,Peaceful Room in Central Seattle,Minor,100,1
5537833,Squire Park Lady 2-bed modern home,Minor,100,1
8666707,Mid-Century Mdrn by Famous Archit.,Minor,100,1
10248139,Pullout Bed in CAP HILL on Pike St.,Minor,100,1
9712716,Central & quiet - close to downtown,Minor,100,1
8072850,Artist's Garden Studio,Minor,100,1
3727017,Charming 2bd Craftsman,Minor,100,1
9216874,Modern Central District Townhouse,Minor,100,1
4238106,Sweet City Space,Minor,100,1
9506766,"California Modern, Open & Friendly",Minor,100,1
7075948,Modern townhome  in great location,Minor,100,1
9210978,cosy house in central seattle,Minor,100,1
8652185,Charming Seattle Home Near Downtown,Minor,100,1
9292039,Large 1BR Apt Central Dist/Cap Hill,Minor,100,1
4814811,Bright Modern Room near Downtown,Minor,99,2
7072218,"Cozy, Modern 1BR in Capitol Hill",Minor,100,1
6091789,Family Friendly House July 20-27,Minor,100,1
4639465,A Modern Craftsman Room with a View,Minor,98,3
5259194,"Fun/Cool House on Cap Hill, Bdrm #1",Minor,99,2
4577542,Stylish 2-Level Capitol Hill Flat,Minor,99,2
7768727,Perfect Escape in Heart of Seattle,Minor,99,2
6670332,Peaceful home in S. Capitol Hill,Minor,99,2
1970725,"Private entrance, great location",Minor,99,2
1978743,"Arty ""Cedar Tree"" Room  Cherry Hill",Minor,99,2
4430381,Seattle Turret House (Apt 5),Minor,100,1
6674408,Contemporary Urban - Guest Bedroom,Minor,99,2
4546924,1 Bed+Den Eco-Retreat,Minor,99,2
7698916,Capitol Hill Master Bedroom,Minor,99,2
8687716,Modern Home & Furnishings,Minor,100,1
7025898,"TL ""New York"": renovated 2bed/2bath",Minor,100,1
2526129,Central Seattle Home + Garden,Minor,100,1
8047522,The Chalet: Modern 2 bed craftsman,Minor,100,1
7350059,Capitol Hill - Walk Score 91,Minor,100,1
9516608,Modern 4BR/3.5BA Near Downtown,Minor,100,1
7531405,Private Bed/Bath in Modern Townhome,Minor,98,3
2032805,Victorian Charm on Cherry Hill,Minor,100,1
1772119," Cherry Hill Cozy, Budget Loft-Bed ",Minor,100,1
4623541,"Spacious 2BR/2.5 bath, gr8 location",Minor,98,3
3024336,Sparkling Modern Seattle Home,Minor,98,3
7396508,"TL ""Vermont"": newly renovated 1 bed",Minor,98,3
6576006,Modern Townhouse near Capitol Hill,Minor,98,3
3293438,1BR apt in cute 1904 Victorian,Minor,98,3
6801095,Relaxing & Modern & Easy Access,Minor,98,3
7266662,Private bedroom in Central District,Minor,98,3
7543458,Charming 1 bedrm in Central Seattle,Minor,98,3
9256702,Spacious loft apt centrally located,Minor,100,1
6795678,Stylish & Cozy Apt in Urban Seattle,Minor,98,3
5174876,Charming Private Studio in Seattle,Minor,98,3
2760901,"Lovely Cottage, Walk to Pike/Pine",Minor,98,3
5241773,"Cool/Fun House on Cap Hill, Bdrm #2",Minor,98,3
8293287,Modern private room and bath,Minor,98,3
5262750,Seclusion in the HEART of Seattle,Minor,100,1
1214306,Private Bed/bath in Home: green (A),Minor,98,3
2577625,Cute 1BD in Capitol Hill,Minor,98,3
769213,Private Garden Apt w/ Soaking Tub,Minor,98,3
3757858,Share - Geeks Paradise,Minor,100,1
7953211,Central area home w/large backyard,Minor,100,1
4857192,Central Dist Townhome  2 Twin Bed/s,Minor,100,1
1826155,"Seattle ""Sweet Suite"" Cherry Hill ",Minor,100,1
6004165,Private 420 Studio near downtown,Minor,100,1
2802844,Room in award-winning modern home,Minor,99,2
5670781,Centrally located sanctuary,Minor,100,1
3123632,Capitol Hill Condo Walk Everywhere!,Minor,100,1
6022715,The Thrifter Central District 2Bed,Minor,100,1
7500976,Calm and Cozy Urban Oasis,Minor,100,1
7748905,Central District Get-a-way,Minor,98,3
7685745,"Cozy Home near Stadiums, Downtown",Minor,100,1
4783817,Sunny Capitol Hill Room in 4plex,Minor,100,1
7581974,Central District Simple Clean Queen,Minor,100,1
7808495,Near Seattle University on Cap Hill,Minor,100,1
8812578,Modern Sanctuary,Minor,100,1
3177005,In the thick of things....,Minor,100,1
6586979,The Aerodrome: Luxury 3bed/2.5bath,Minor,100,1
4387985,Cozy 2BD Seattle Home w/ Hot Tub,Minor,100,1
7305969,"Walkable, private Capitol Hill room",Minor,100,1
7024684,Capitol Hill Classic Great Location,Montlake,100,1
3352685,Cozy treehouse in the city,Montlake,100,1
6386210,"Arboretum Haven, Seattle 4BR House",Montlake,100,1
4454264,Perfectly Located Capitol Hill Home,Montlake,100,1
7070169,Montlake Studio,Montlake,99,2
2350464,2700sqft 4BR Capitol Hill home,Montlake,99,2
3646393,Private Suite w Jacuzzi near UW!,Montlake,98,3
63308,Guest Studio - North Capitol Hill,Montlake,98,3
2385623,Private queen room in family home,Montlake,98,3
1012003,Capitol Hill Gem in Great Location,Montlake,98,3
8734809,"Bright, Cozy and Spacious 1 Bedroom",Mount Baker,100,1
7922013,Beautiful Downtown View  Room #1,Mount Baker,100,1
8904748,Great home for friends or family,Mount Baker,100,1
7229312,Mount Baker Modern - Quiet View Apt,Mount Baker,100,1
9823290,Cozy Seattle Bedroom,Mount Baker,100,1
6274351,Craftsman near Lake WA / light-rail,Mount Baker,100,1
9075656,Mt. Baker Private Bedroom and Bath,Mount Baker,100,1
797358,Cozy Old House Near City Center,Mount Baker,99,2
5194332,Studio with Lake Washington view,Mount Baker,99,2
5918259,Big Lake View Seward Park MIL,Mount Baker,99,2
7363727,Your own private getaway,Mount Baker,98,3
7382303,Grapevine Cottage in Mt Baker,Mount Baker,98,3
2898954,Room & Private Bath near Light Rail,Mount Baker,98,3
7922663,Charming Downtown View  Room #2,Mount Baker,100,1
4461706,'Streaming in Seattle,Mount Baker,100,1
3890786,"Sunset Splendor 1C, gorgeous view!",Mount Baker,100,1
7651148,7 Leaf Stepbrother Bunk Bed Bedroom,North Admiral,100,1
1225820,Cozy Craftsman Top Floor Apartment,North Admiral,98,3
3818746,Alki Beach View Home,North Admiral,100,1
3124961,An Architect's Gem in West Seattle,North Admiral,100,1
7278583,1904 Queen Anne Style Home,North Admiral,100,1
7869223,Sweet Rambler Getaway Near Alki,North Admiral,100,1
6847052,7 Leaf B&B Billy Bong Thortons Room,North Admiral,100,1
7499506,Urban Retreat,North Admiral,100,1
7563243,Yurt Glamping in an Urban Oasis,North Admiral,100,1
7131797,"Skylights, Privacy & Convenience",North Admiral,100,1
3308825,Great room with a gorgeous view.,North Admiral,99,2
1000883,Charming Admiral District Cottage,North Admiral,99,2
2522091,Apartment Ocean and Mountain Views,North Admiral,99,2
7455068,Retro Alki Beach bungalow/apt,North Admiral,99,2
7561333,Admiral District Private Bedroom,North Admiral,99,2
7665392,La Casa Morada,North Admiral,98,3
8538420,Spectacular City View apartment,North Admiral,98,3
2536507,Modern Beach Studio with 180 VIEW,North Admiral,98,3
9714078,Sunny Sylvan Setting N. Ballard,North Beach/Blue Ridge,100,1
6239108,Ballard Private Apartment,North Beach/Blue Ridge,97,2
2737038,Seattle Water View Cottage,North Beach/Blue Ridge,96,3
6495424,Modern View in North Ballard,North Beach/Blue Ridge,100,1
6376952,Spectacular Beach House in the City,North Beach/Blue Ridge,100,1
7853358,Cozy N. Beacon Hill 2 Bdrm Home,North Beacon Hill,98,3
8174943,Beacon Hill bedroom plus courtyard,North Beacon Hill,100,1
10020221,Bright Suite in Cute and Close Area,North Beacon Hill,100,1
9013441,Apartment w/full kitchen and bath,North Beacon Hill,100,1
7630155,Private Master Suite/Own Entrance,North Beacon Hill,100,1
6168769,Private entry one bedroom retreat,North Beacon Hill,100,1
7750477,3 BR House Close To Light Rail,North Beacon Hill,100,1
7887651,Private suite with a view rooftop,North Beacon Hill,100,1
1305009,Bedroom w/ Kitchenette & Bathroom,North Beacon Hill,98,3
4760968,Mtn Views 3 blocks from light rail,North Beacon Hill,98,3
6796066,Make a home amongst the succulents,North Beacon Hill,98,3
7636185,Cozy private cottage by light rail,North Beacon Hill,98,3
1323634,Queen Bd w/Private Bath Near Dwntwn,North Beacon Hill,100,1
2197168,Delightful Cottage near Light Rail,North Beacon Hill,99,2
5364119,Peaceful Basement Bungalow,North Beacon Hill,100,1
8187592,Modern townhouse- Beacon Hill,North Beacon Hill,100,1
5056580,Soaring Crane Luxury Garden Retreat,North Beacon Hill,100,1
6317449,Cozy Private Room on N. Beacon Hill,North Beacon Hill,100,1
7718139,Abba's Urban Seattle Tent #Glamping,North Beacon Hill,100,1
5365612,Bedroom in Modern townhouse,North Beacon Hill,100,1
8759443,Comfy futon and couch w/ balcony,North Beacon Hill,100,1
265901,Great 1 Queen Bed Near Downtown SEA,North Beacon Hill,98,3
6872650,La Guarida!..sanctuary/peace/fun,North Beacon Hill,98,3
6105021,SEATTLE LOFT STUDIO,North Beacon Hill,98,3
108765,Beacon Hill Cottage in the City,North Beacon Hill,99,2
392779,2/1 Plush Modern Hilltop Retreat,North Beacon Hill,98,3
6327506,Seattle Studio-Private Kitchen&Bath,North Beacon Hill,99,2
7800238,Private stand alone garden cottage,North Beacon Hill,99,2
8276416,Modern & Cozy - Near DWTN/Stadiums,North Delridge,100,1
2809796,Garden Cottage near beach/downtown,North Delridge,99,2
445199,2 BR Craftsman West Seattle Home,North Delridge,98,3
9477539,Private room in West Seattle,North Delridge,100,1
4809486,"Private room, in dog-friendly house",North Delridge,100,1
9153365,Cozy 2 bedroom 1 bathroom apartment,North Delridge,100,1
3115801,Serenity in Seattle - MIL Suite,North Delridge,100,1
9849122,Cozy room 10 min downtown,North Delridge,100,1
1145148,GardenLife Sanctuary,North Delridge,98,3
1328159,Queen Bedroom in House West Seattle,North Delridge,98,3
1732441,Green on Green - Top Level of House,North Delridge,98,3
9233533,Welcoming & Refined Garden Apt.,Olympic Hills,100,1
8086294,Simple Room in Serene North Seattle,Olympic Hills,100,1
3208667,Cabin meets Urban in North Seattle,Olympic Hills,96,2
7069080,Small but comfy room in family home,Olympic Hills,95,3
7635496,Private room  at North Seattle,Olympic Hills,95,3
7420762,Daylight basement in Villa Maria,Phinney Ridge,98,3
4947002,FABULOUS LOCATION BY GREENLAKE!,Phinney Ridge,98,3
254340,Phinney Oasis in Seattle,Phinney Ridge,98,3
7748866,Sunny Retreat  in Olympic View Home,Phinney Ridge,99,2
2557712,Sweet Craftsman on Phinney Ridge,Phinney Ridge,99,2
5882923,New apartment with all the comfort.,Phinney Ridge,99,2
4784639,December Special! Perfect Location!,Phinney Ridge,100,1
3238295,"Brand New, Bright, Modern Apartment",Phinney Ridge,100,1
9473312,Greenlake Bungalow Basement Apt,Phinney Ridge,100,1
8441477,Phinney Ridge Bungalow,Phinney Ridge,100,1
2969955,Charming Phinney Ridge Home,Phinney Ridge,100,1
4187961,ECO PIED A TERRE-All New w/ Parking,Phinney Ridge,100,1
7803176,Oh hey! Look another room!,Phinney Ridge,100,1
2471731,Convenient Friendly Home~Ballard~M2,Phinney Ridge,100,1
8053049,"Lovely Home Seattle, Green Lake",Phinney Ridge,100,1
7974112,Phinney Ridge Private Room (Oz),Phinney Ridge,100,1
945645,"PIKE PLACE Market, Parking, View S6",Pike Market,97,1
944237,"Pike Place Market, Parking, View S3",Pike Market,93,2
5981343,Pikes market with view and parking,Pike Place Market,98,3
2051658,Pike Place Market Suite,Pike Place Market,100,1
991961,"2 Bedroom, 2 Bath Cloud Nine Oasis",Pike Place Market,100,1
6993019,Pike Place Market,Pike Place Market,100,1
9866984,Downtown Seattle Apartment 1BR Unit,Pike Place Market,100,1
3385421,Triple Venti View & Suite Lux,Pike Place Market,99,2
5213468,Ultra-Modern 1Bed w/ Amazing Views,Pike Place Market,99,2
6691324,Beautiful Apartment! 99 Walkscore,Pike Place Market,99,2
9294683,Pike Place Market - Art Gallery,Pike Place Market,99,2
4009508,99 Lux Pike's Market 2BD,Pike Place Market,98,3
8253456,Modern apt. In the heart of Seattle,Pike Place Market,98,3
4165387,2BD SEA Pike Place & Belltown Haven,Pike Place Market,98,3
7839723,Creekside Contemporary Apartment,Pinehurst,80,3
7534812,North Seattle Explorer’s Apartment,Pinehurst,93,1
5607404,Newly remodeled 2 bed townhouse!,Pinehurst,84,2
6662639,Historic Sunlit Penthouse w/ Deck,Pioneer Square,95,3
8446689,Penthouse with Wraparound Deck,Pioneer Square,95,3
3273240,Pioneer Square State Hotel loft,Pioneer Square,99,2
4226386,"Brick walls, Historic District DT",Pioneer Square,100,1
8310576,Historic building in Pioneer Square,Pioneer Square,100,1
8902327,Portage Bay View!-One Bedroom Apt,Portage Bay,100,1
3479851,Sunny 1 Bedroom Eastlake Apartment,Portage Bay,100,1
7003848,Garden unit in historic home 2BR2BA,Portage Bay,100,1
6543683,1908 Craftsman home - spacious room,Portage Bay,100,1
8152764,Beautiful Water View Apartment,Portage Bay,100,1
6837751,1908 Craftsman home - cozy room,Portage Bay,99,2
3379116,The Seattle Carriage House,Portage Bay,98,3
9282409,Bright & Airy room w/ $1M views,Queen Anne,100,1
8088447,Central 1-BR with Lake Union View,Queen Anne,100,1
6562393,URBAN OASIS ON QUEEN ANNE HILL,Queen Anne,100,1
610989,Inn of Twin Gables - North Room,Queen Anne,100,1
6425735,"Queen Anne, Seattle",Queen Anne,100,1
4211629,"Spectacular Views, Supersized Suite",Queen Anne,100,1
8373664,Bright and Sunny  1 bedroom Apt.,Queen Anne,100,1
6956301,Upper Queen Anne Cozy 1 Bedroom,Queen Anne,100,1
6065566,Charming Queen Anne Hill Craftsman,Queen Anne,100,1
4555997,New! Bright Queen Anne Studio,Queen Anne,100,1
8848403,Centrally located place - Queen Ann,Queen Anne,100,1
4642956,Top of Queen Anne on Highland Drive,Queen Anne,100,1
1494986,Queen Anne Garden Getaway,Queen Anne,100,1
9694921,Remodeled Historic House in WestLk,Queen Anne,100,1
8941768,Queen Anne Living,Queen Anne,100,1
7733192,"Luxurious, Modern, Panoramic Views",Queen Anne,100,1
9215782,"Queen Anne 2-Bedroom, 2-Bath Condo",Queen Anne,100,1
8829156,"Queen Ann, central neighborhood",Queen Anne,100,1
108468,"Magazine Profiled, View, Gorgeous ",Queen Anne,100,1
1027860,"Modern Home, Kid-Friendly with View",Queen Anne,100,1
8105351,Charming home on Queen Anne Hill,Queen Anne,100,1
5489676,2 BR Apartment near Seattle Center,Queen Anne,100,1
5686435,Beautiful Queen Anne Home,Queen Anne,100,1
5383192,Craftsman House Near Everything,Queen Anne,100,1
8455865,Queen Anne Jewel,Queen Anne,100,1
6629132,Pvt suite in beautiful townhome,Queen Anne,100,1
9134193,Modern Open Studio,Queen Anne,100,1
8755479,"2 bedroom & 2 bath, large deck VIEW",Queen Anne,100,1
4250367,Luxury in Queen Anne very walkable!,Queen Anne,100,1
7513198,Spectacular Queen Anne View Condo,Queen Anne,100,1
8095168,Private room in upper QA w/ view!,Queen Anne,100,1
7714294,Top Floor Apt. W/ Spectacular View!,Queen Anne,100,1
6362362,Charming home on Queen Anne,Queen Anne,100,1
6575380,One bedroom with Lounge,Queen Anne,100,1
6724599,Charming Daylight Basement of DINKS,Queen Anne,98,3
